Student ID,Age,Gender,Question ID,Topic,Difficulty Level,Question Text,Correct Answer,Response,Correct,Response Time (s),Confidence Level,Total Questions Answered,Accuracy (%),Average Response Time (s),Knowledge Gaps,Next Question Difficulty,Suggested Study Topics,Personalized Study Plan
3526,15,Female,Q12,Technology,Medium,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,15,1,13,79,20,Science,Medium,Algebra,Study major scientific concepts
3527,18,Female,Q8,Mathematics,Hard,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,10,1,18,83,8,Literature,Hard,Chemistry,Learn about historical events
3528,18,Female,Q67,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,6,1,20,72,19,Geography,Easy,Chemistry,Study major scientific concepts
3529,15,Female,Q98,Geography,Easy,What is the capital of France?,Paris,Paris,1,23,1,11,92,18,Biology,Hard,Chemistry,Understand mathematical formulas
3530,17,Female,Q26,Literature,Hard,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,27,4,13,73,12,Algebra,Medium,Physics,Focus on practice questions
3531,15,Female,Q26,History,Medium,Who was the first President of the United States?,George Washington,George Washington,1,30,4,16,84,17,Chemistry,Easy,Algebra,Review fundamental principles
3532,17,Female,Q97,Science,Medium,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,28,5,24,82,10,History,Easy,Math,Understand mathematical formulas
3533,15,Female,Q66,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Incorrect,0,8,4,16,84,9,History,Easy,Math,Understand mathematical formulas
3534,16,Female,Q98,Technology,Hard,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,10,4,11,82,14,Science,Hard,Science,Review fundamental principles
3535,15,Female,Q20,Mathematics,Hard,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,5,1,5,95,12,Literature,Hard,Physics,Review fundamental principles
3536,16,Female,Q14,Geography,Hard,What is the capital of France?,Paris,Paris,1,13,2,5,73,18,Chemistry,Medium,Science,Study major scientific concepts
3537,16,Male,Q49,Science,Hard,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,5,4,19,93,9,Geography,Easy,Algebra,Learn about historical events
3538,18,Male,Q74,Science,Hard,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,11,2,9,76,8,History,Medium,History,Understand mathematical formulas
3539,18,Male,Q88,Mathematics,Hard,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,18,2,9,79,13,Chemistry,Hard,Algebra,Study major scientific concepts
3540,18,Female,Q36,General Knowledge,Hard,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,15,1,11,93,16,Chemistry,Hard,Math,Study major scientific concepts
3541,18,Female,Q36,Literature,Hard,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,15,5,8,70,12,Science,Easy,Geography,Learn about historical events
3542,15,Female,Q80,Mathematics,Hard,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,17,1,22,87,19,Math,Medium,Physics,Focus on practice questions
3543,15,Female,Q46,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,8,3,6,87,15,Geography,Easy,Math,Learn about historical events
3544,18,Male,Q67,Geography,Easy,What is the capital of France?,Paris,Incorrect,0,25,2,25,90,14,Algebra,Medium,Science,Understand mathematical formulas
3545,18,Male,Q2,Literature,Medium,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,27,4,17,94,17,Math,Easy,Science,Review fundamental principles
3546,15,Female,Q81,Science,Medium,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,24,3,9,90,9,Physics,Easy,Geography,Focus on practice questions
3547,15,Female,Q1,Literature,Easy,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,7,5,11,89,14,Physics,Medium,Math,Learn about historical events
3548,16,Male,Q67,Science,Hard,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,25,3,24,88,13,Biology,Medium,Geography,Study major scientific concepts
3549,18,Male,Q70,General Knowledge,Hard,Which is the largest planet in our solar system?,Jupiter,Incorrect,0,22,1,8,86,16,Literature,Hard,Algebra,Focus on practice questions
3550,17,Male,Q36,Technology,Easy,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,22,4,6,92,15,Physics,Hard,Math,Understand mathematical formulas
3551,15,Female,Q38,History,Medium,Who was the first President of the United States?,George Washington,George Washington,1,15,3,24,88,15,Literature,Hard,Literature,Focus on practice questions
3552,17,Female,Q93,General Knowledge,Easy,Which is the largest planet in our solar system?,Jupiter,Incorrect,0,25,5,16,87,14,Chemistry,Easy,Biology,Understand mathematical formulas
3553,15,Female,Q1,Literature,Hard,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,12,3,8,80,18,Geography,Medium,Literature,Understand mathematical formulas
3554,18,Female,Q4,Mathematics,Medium,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,26,4,12,85,16,Science,Easy,Algebra,Focus on practice questions
3555,18,Female,Q18,Technology,Medium,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,11,3,11,93,15,Geography,Hard,Geography,Understand mathematical formulas
3556,18,Male,Q45,Technology,Hard,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,23,3,22,91,12,Biology,Medium,Science,Study major scientific concepts
3557,18,Male,Q16,History,Hard,Who was the first President of the United States?,George Washington,George Washington,1,5,1,11,73,16,Biology,Easy,Biology,Learn about historical events
3558,15,Female,Q81,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,11,2,21,79,19,Literature,Medium,Geography,Learn about historical events
3559,17,Male,Q16,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,19,4,22,88,19,Math,Hard,Science,Understand mathematical formulas
3560,18,Male,Q10,History,Medium,Who was the first President of the United States?,George Washington,George Washington,1,13,2,20,85,16,Algebra,Hard,Physics,Study major scientific concepts
3561,17,Female,Q82,Science,Hard,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,5,5,14,79,12,Science,Medium,Math,Understand mathematical formulas
3562,15,Female,Q9,General Knowledge,Hard,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,24,4,7,75,20,Algebra,Medium,Literature,Focus on practice questions
3563,17,Male,Q66,History,Easy,Who was the first President of the United States?,George Washington,George Washington,1,25,1,8,75,11,History,Easy,Biology,Study major scientific concepts
3564,15,Male,Q9,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,27,4,5,84,20,Math,Hard,Chemistry,Review fundamental principles
3565,15,Female,Q48,Literature,Medium,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,29,2,21,83,19,Math,Easy,Geography,Learn about historical events
3566,18,Female,Q73,Literature,Medium,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,13,5,9,87,14,Chemistry,Hard,History,Study major scientific concepts
3567,18,Male,Q89,Science,Hard,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,15,2,12,88,19,Algebra,Medium,Science,Review fundamental principles
3568,17,Male,Q24,History,Easy,Who was the first President of the United States?,George Washington,George Washington,1,20,3,14,91,15,Chemistry,Medium,Science,Study major scientific concepts
3569,18,Male,Q28,Science,Medium,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,30,1,22,73,17,Science,Hard,Math,Learn about historical events
3570,18,Male,Q5,History,Hard,Who was the first President of the United States?,George Washington,George Washington,1,6,4,15,91,13,History,Hard,Literature,Understand mathematical formulas
3571,16,Male,Q28,Technology,Medium,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,16,1,16,86,17,Chemistry,Medium,Geography,Study major scientific concepts
3572,16,Male,Q76,Geography,Hard,What is the capital of France?,Paris,Paris,1,25,4,16,76,8,Chemistry,Easy,Geography,Focus on practice questions
3573,18,Female,Q56,Geography,Hard,What is the capital of France?,Paris,Paris,1,30,2,8,70,8,Math,Easy,Geography,Learn about historical events
3574,17,Male,Q89,Geography,Medium,What is the capital of France?,Paris,Paris,1,11,3,19,92,10,Physics,Medium,Math,Study major scientific concepts
3575,17,Female,Q5,General Knowledge,Hard,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,7,4,16,87,15,Geography,Easy,Biology,Study major scientific concepts
3576,15,Male,Q26,General Knowledge,Easy,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,28,3,13,79,18,History,Medium,Science,Study major scientific concepts
3577,17,Male,Q90,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,24,2,8,95,19,Chemistry,Hard,Physics,Focus on practice questions
3578,17,Male,Q33,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,20,2,9,70,19,Chemistry,Easy,Geography,Study major scientific concepts
3579,15,Male,Q73,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,11,1,14,85,13,Literature,Easy,Science,Focus on practice questions
3580,15,Male,Q53,Mathematics,Medium,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,21,5,13,79,17,Math,Medium,Science,Study major scientific concepts
3581,15,Female,Q14,History,Easy,Who was the first President of the United States?,George Washington,George Washington,1,25,3,17,85,19,Science,Medium,Literature,Learn about historical events
3582,18,Female,Q81,Literature,Medium,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,5,5,15,82,8,Algebra,Hard,Chemistry,Learn about historical events
3583,18,Female,Q88,Technology,Easy,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,22,4,14,79,20,Biology,Medium,Literature,Learn about historical events
3584,15,Male,Q84,Geography,Easy,What is the capital of France?,Paris,Paris,1,11,4,16,74,11,Algebra,Hard,Biology,Review fundamental principles
3585,16,Female,Q97,History,Hard,Who was the first President of the United States?,George Washington,Incorrect,0,21,1,5,73,9,Literature,Hard,Physics,Study major scientific concepts
3586,18,Female,Q7,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,6,3,20,77,12,Geography,Hard,History,Learn about historical events
3587,18,Male,Q82,Geography,Easy,What is the capital of France?,Paris,Paris,1,26,4,19,84,8,Physics,Easy,Biology,Understand mathematical formulas
3588,15,Female,Q53,Technology,Easy,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,12,4,11,88,12,Algebra,Hard,Science,Learn about historical events
3589,16,Male,Q63,Geography,Hard,What is the capital of France?,Paris,Paris,1,29,3,16,81,19,Chemistry,Easy,Math,Focus on practice questions
3590,16,Female,Q98,Technology,Hard,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,28,4,17,84,11,Science,Easy,Geography,Study major scientific concepts
3591,17,Male,Q73,History,Medium,Who was the first President of the United States?,George Washington,George Washington,1,11,4,12,71,18,Physics,Hard,History,Study major scientific concepts
3592,16,Male,Q47,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,23,3,18,72,16,Math,Easy,Geography,Study major scientific concepts
3593,16,Male,Q46,Technology,Hard,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,20,4,17,70,18,Chemistry,Easy,History,Review fundamental principles
3594,17,Female,Q5,Technology,Hard,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,5,1,14,72,20,Biology,Medium,Algebra,Focus on practice questions
3595,17,Female,Q60,General Knowledge,Hard,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,21,2,24,94,19,Geography,Easy,Biology,Understand mathematical formulas
3596,16,Male,Q22,Mathematics,Hard,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,12,1,6,78,20,Geography,Easy,Biology,Review fundamental principles
3597,15,Female,Q97,Geography,Easy,What is the capital of France?,Paris,Paris,1,12,5,25,70,10,Science,Medium,Literature,Focus on practice questions
3598,15,Male,Q59,General Knowledge,Hard,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,8,3,15,91,12,Science,Hard,Math,Focus on practice questions
3599,15,Female,Q58,Geography,Medium,What is the capital of France?,Paris,Paris,1,25,1,12,73,18,Biology,Hard,Chemistry,Review fundamental principles
3600,18,Male,Q28,Literature,Hard,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,18,4,13,94,10,Chemistry,Easy,Literature,Review fundamental principles
3601,15,Male,Q61,Geography,Hard,What is the capital of France?,Paris,Paris,1,10,2,20,79,12,Biology,Easy,Biology,Understand mathematical formulas
3602,16,Female,Q57,Mathematics,Hard,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,29,3,22,76,19,Science,Medium,Geography,Study major scientific concepts
3603,17,Female,Q72,History,Easy,Who was the first President of the United States?,George Washington,George Washington,1,24,3,9,86,12,Physics,Easy,Algebra,Study major scientific concepts
3604,16,Female,Q12,Science,Hard,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,20,3,8,80,19,Geography,Medium,History,Study major scientific concepts
3605,18,Male,Q15,History,Medium,Who was the first President of the United States?,George Washington,George Washington,1,20,5,23,74,9,History,Easy,Algebra,Understand mathematical formulas
3606,16,Male,Q2,Technology,Hard,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,18,3,9,93,10,Geography,Medium,Physics,Learn about historical events
3607,18,Male,Q81,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,12,3,16,83,15,Physics,Easy,Literature,Study major scientific concepts
3608,17,Male,Q14,Science,Hard,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,29,1,18,70,11,Science,Easy,Physics,Study major scientific concepts
3609,15,Male,Q24,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,5,3,7,74,10,Algebra,Easy,Science,Review fundamental principles
3610,16,Female,Q98,Mathematics,Easy,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,21,2,7,79,9,Geography,Medium,Geography,Learn about historical events
3611,18,Male,Q80,Technology,Hard,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,11,3,5,71,20,Geography,Medium,Physics,Learn about historical events
3612,15,Female,Q71,Mathematics,Hard,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,26,3,8,78,9,Biology,Medium,Geography,Understand mathematical formulas
3613,15,Male,Q17,Mathematics,Easy,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,7,4,16,80,17,Physics,Medium,Science,Learn about historical events
3614,18,Male,Q34,History,Medium,Who was the first President of the United States?,George Washington,George Washington,1,10,2,25,83,17,Physics,Easy,Physics,Study major scientific concepts
3615,16,Female,Q3,Science,Hard,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,10,2,24,78,13,Literature,Hard,Math,Study major scientific concepts
3616,16,Female,Q17,Technology,Hard,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,23,3,5,74,20,Physics,Medium,Algebra,Understand mathematical formulas
3617,16,Male,Q46,Science,Medium,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,11,1,10,91,9,Math,Medium,History,Focus on practice questions
3618,15,Female,Q83,History,Easy,Who was the first President of the United States?,George Washington,George Washington,1,17,5,25,74,14,Algebra,Medium,Physics,Understand mathematical formulas
3619,15,Male,Q12,Mathematics,Medium,What is the sum of the angles in a triangle?,180 degrees,Incorrect,0,26,3,14,88,17,Math,Hard,Literature,Review fundamental principles
3620,18,Male,Q97,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,28,2,24,80,18,Geography,Medium,Algebra,Review fundamental principles
3621,15,Female,Q52,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Incorrect,0,16,5,23,75,11,Chemistry,Easy,History,Understand mathematical formulas
3622,17,Female,Q20,Literature,Easy,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,15,3,15,72,10,Physics,Hard,Science,Learn about historical events
3623,15,Female,Q87,General Knowledge,Hard,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,10,5,6,78,19,History,Hard,Science,Review fundamental principles
3624,18,Male,Q35,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,17,5,19,75,10,Literature,Medium,Physics,Understand mathematical formulas
3625,17,Female,Q13,Literature,Easy,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,25,4,22,93,16,Physics,Hard,Geography,Focus on practice questions
3626,17,Female,Q6,Literature,Medium,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,25,4,17,81,10,Geography,Easy,Math,Study major scientific concepts
3627,15,Male,Q52,Literature,Medium,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,25,2,8,95,15,Algebra,Hard,History,Study major scientific concepts
3628,18,Female,Q87,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Incorrect,0,5,4,11,95,16,Math,Easy,Math,Study major scientific concepts
3629,17,Male,Q100,Technology,Medium,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,21,5,13,81,10,Geography,Easy,Algebra,Review fundamental principles
3630,17,Female,Q67,Geography,Easy,What is the capital of France?,Paris,Incorrect,0,21,5,13,84,12,Geography,Easy,History,Learn about historical events
3631,15,Female,Q93,History,Hard,Who was the first President of the United States?,George Washington,George Washington,1,15,3,18,84,20,Geography,Hard,History,Review fundamental principles
3632,17,Female,Q81,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,13,3,22,85,19,Physics,Medium,Biology,Understand mathematical formulas
3633,18,Male,Q88,Technology,Easy,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,25,1,5,74,15,Physics,Easy,Literature,Focus on practice questions
3634,18,Male,Q66,History,Hard,Who was the first President of the United States?,George Washington,George Washington,1,12,4,18,75,11,Science,Hard,History,Study major scientific concepts
3635,15,Male,Q22,History,Medium,Who was the first President of the United States?,George Washington,George Washington,1,9,1,16,95,10,Math,Easy,Biology,Study major scientific concepts
3636,18,Female,Q91,History,Hard,Who was the first President of the United States?,George Washington,George Washington,1,24,3,14,73,17,Science,Hard,Geography,Understand mathematical formulas
3637,15,Female,Q22,Geography,Medium,What is the capital of France?,Paris,Paris,1,18,2,11,75,17,Chemistry,Medium,Physics,Study major scientific concepts
3638,16,Male,Q67,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,21,1,10,77,10,Literature,Hard,Science,Review fundamental principles
3639,16,Female,Q77,History,Hard,Who was the first President of the United States?,George Washington,Incorrect,0,21,1,24,81,12,Math,Medium,Chemistry,Understand mathematical formulas
3640,17,Female,Q46,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,28,1,6,79,11,Physics,Medium,Chemistry,Understand mathematical formulas
3641,17,Male,Q52,Science,Medium,What gas do plants absorb during photosynthesis?,Carbon dioxide,Incorrect,0,24,4,15,95,15,Geography,Easy,Biology,Study major scientific concepts
3642,16,Male,Q42,History,Hard,Who was the first President of the United States?,George Washington,George Washington,1,28,2,14,76,16,Science,Hard,Algebra,Understand mathematical formulas
3643,18,Male,Q55,Mathematics,Medium,What is the sum of the angles in a triangle?,180 degrees,Incorrect,0,27,1,21,80,15,Geography,Hard,Chemistry,Learn about historical events
3644,17,Female,Q97,History,Hard,Who was the first President of the United States?,George Washington,George Washington,1,30,1,14,85,15,Math,Medium,Chemistry,Study major scientific concepts
3645,18,Female,Q79,History,Medium,Who was the first President of the United States?,George Washington,George Washington,1,16,3,6,94,13,Geography,Easy,Literature,Understand mathematical formulas
3646,17,Female,Q32,Literature,Medium,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,30,3,14,90,9,History,Medium,History,Focus on practice questions
3647,16,Female,Q68,Technology,Easy,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,23,2,10,87,9,Biology,Medium,Physics,Focus on practice questions
3648,17,Female,Q6,Science,Medium,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,30,2,21,89,18,Physics,Hard,Geography,Review fundamental principles
3649,15,Male,Q49,Technology,Easy,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,16,1,7,73,19,Literature,Hard,Geography,Study major scientific concepts
3650,17,Female,Q70,General Knowledge,Hard,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,13,3,13,90,10,Geography,Easy,Science,Focus on practice questions
3651,15,Female,Q67,Literature,Medium,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,20,5,20,95,9,History,Medium,Geography,Study major scientific concepts
3652,18,Female,Q52,Geography,Medium,What is the capital of France?,Paris,Paris,1,14,2,20,91,18,Algebra,Easy,History,Focus on practice questions
3653,18,Male,Q35,Literature,Medium,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,11,1,15,72,8,Literature,Medium,Biology,Review fundamental principles
3654,18,Male,Q47,Literature,Hard,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,17,4,13,88,11,Geography,Medium,Chemistry,Focus on practice questions
3655,17,Male,Q99,Literature,Medium,Who wrote 'Romeo and Juliet'?,William Shakespeare,Incorrect,0,19,5,5,79,18,Biology,Easy,Chemistry,Learn about historical events
3656,17,Female,Q6,Technology,Medium,Who is the founder of Microsoft?,Bill Gates,Incorrect,0,19,3,23,94,14,Math,Easy,Literature,Learn about historical events
3657,17,Male,Q81,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,16,3,14,89,11,Chemistry,Hard,Chemistry,Focus on practice questions
3658,16,Male,Q65,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,10,2,8,84,12,Physics,Easy,Biology,Learn about historical events
3659,16,Male,Q98,Geography,Hard,What is the capital of France?,Paris,Paris,1,28,1,12,73,13,Physics,Hard,Geography,Focus on practice questions
3660,16,Male,Q45,Technology,Hard,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,23,4,7,81,19,Chemistry,Easy,Literature,Study major scientific concepts
3661,18,Male,Q66,General Knowledge,Easy,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,6,1,5,73,20,Algebra,Easy,Biology,Review fundamental principles
3662,15,Male,Q12,Science,Hard,What gas do plants absorb during photosynthesis?,Carbon dioxide,Incorrect,0,28,2,16,84,13,Physics,Hard,Geography,Learn about historical events
3663,18,Male,Q6,Literature,Medium,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,18,4,6,84,9,Algebra,Medium,Biology,Review fundamental principles
3664,16,Male,Q72,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,11,5,23,76,11,Geography,Medium,Chemistry,Focus on practice questions
3665,15,Female,Q78,Geography,Medium,What is the capital of France?,Paris,Paris,1,28,4,25,77,20,Physics,Hard,History,Study major scientific concepts
3666,18,Female,Q28,History,Easy,Who was the first President of the United States?,George Washington,George Washington,1,9,5,20,72,15,Physics,Easy,History,Understand mathematical formulas
3667,15,Male,Q11,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,23,1,24,82,20,Math,Hard,History,Understand mathematical formulas
3668,17,Female,Q28,Geography,Easy,What is the capital of France?,Paris,Paris,1,10,5,20,81,13,Chemistry,Medium,Chemistry,Understand mathematical formulas
3669,16,Male,Q96,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,18,3,18,73,13,Science,Medium,Biology,Focus on practice questions
3670,18,Female,Q82,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,13,5,17,88,9,Science,Easy,Physics,Learn about historical events
3671,17,Male,Q47,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,15,1,13,70,9,Chemistry,Hard,Geography,Learn about historical events
3672,16,Male,Q62,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Incorrect,0,28,1,8,78,14,Algebra,Medium,Chemistry,Understand mathematical formulas
3673,18,Female,Q33,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,13,4,7,81,19,Math,Easy,Chemistry,Study major scientific concepts
3674,16,Female,Q30,History,Medium,Who was the first President of the United States?,George Washington,George Washington,1,29,3,16,85,14,Biology,Medium,Geography,Understand mathematical formulas
3675,15,Female,Q46,Literature,Easy,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,28,2,7,87,17,Algebra,Hard,History,Learn about historical events
3676,18,Male,Q59,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,25,3,25,83,9,Math,Medium,Science,Study major scientific concepts
3677,15,Male,Q35,Mathematics,Hard,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,23,2,14,84,18,Biology,Easy,Math,Learn about historical events
3678,15,Male,Q79,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,18,1,7,94,18,Biology,Medium,Algebra,Review fundamental principles
3679,16,Male,Q19,Geography,Hard,What is the capital of France?,Paris,Paris,1,11,3,10,88,11,Geography,Hard,Literature,Understand mathematical formulas
3680,18,Male,Q63,Science,Medium,What gas do plants absorb during photosynthesis?,Carbon dioxide,Incorrect,0,19,5,17,73,13,History,Medium,Physics,Study major scientific concepts
3681,15,Female,Q86,Literature,Hard,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,10,5,7,83,9,Math,Medium,Physics,Understand mathematical formulas
3682,15,Male,Q76,History,Medium,Who was the first President of the United States?,George Washington,George Washington,1,14,2,24,93,17,Physics,Hard,History,Study major scientific concepts
3683,15,Male,Q16,Technology,Easy,Who is the founder of Microsoft?,Bill Gates,Incorrect,0,17,1,11,78,18,Math,Hard,Algebra,Understand mathematical formulas
3684,17,Male,Q38,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,27,3,8,77,14,Math,Medium,Literature,Study major scientific concepts
3685,15,Male,Q25,Mathematics,Medium,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,17,2,16,77,16,Physics,Medium,Physics,Review fundamental principles
3686,16,Male,Q20,Literature,Medium,Who wrote 'Romeo and Juliet'?,William Shakespeare,Incorrect,0,22,2,7,94,18,Geography,Medium,Chemistry,Review fundamental principles
3687,16,Female,Q48,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,6,3,17,74,17,Math,Easy,Physics,Study major scientific concepts
3688,17,Female,Q23,Geography,Easy,What is the capital of France?,Paris,Paris,1,13,4,16,85,18,Biology,Medium,History,Review fundamental principles
3689,17,Female,Q19,General Knowledge,Easy,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,22,3,16,73,14,Science,Easy,Literature,Study major scientific concepts
3690,16,Female,Q8,General Knowledge,Hard,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,5,2,19,70,13,History,Medium,Biology,Focus on practice questions
3691,17,Male,Q13,Technology,Hard,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,12,4,24,73,9,Science,Medium,Algebra,Study major scientific concepts
3692,16,Female,Q40,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,24,2,10,70,12,History,Easy,Geography,Study major scientific concepts
3693,15,Female,Q84,Technology,Easy,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,13,5,11,70,17,History,Hard,Algebra,Understand mathematical formulas
3694,17,Female,Q32,Technology,Easy,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,7,5,16,90,19,Biology,Hard,Geography,Study major scientific concepts
3695,17,Male,Q82,History,Medium,Who was the first President of the United States?,George Washington,George Washington,1,9,2,25,91,20,Science,Hard,Physics,Understand mathematical formulas
